timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1610463980664,293,1.1 - GET - Home,200,OK,Load Test 1-4,text,true,,1482,463,6,6,https://blazedemo.com/,292,0,0
1610463980717,417,3.1 - POST - Purchase,200,OK,Load Test 1-2,text,true,,1629,576,6,6,https://blazedemo.com/purchase.php,410,0,0
1610463980880,335,3.1 - POST - Purchase,200,OK,Load Test 1-5,text,true,,1643,578,6,6,https://blazedemo.com/purchase.php,330,0,0
1610463980846,427,3.1 - POST - Purchase,200,OK,Load Test 1-1,text,true,,1814,573,6,6,https://blazedemo.com/purchase.php,424,0,0
1610463980957,337,2.1 - POST - Reserve,200,OK,Load Test 1-4,text,true,,1580,528,6,6,https://blazedemo.com/reserve.php,337,0,0
1610463980825,583,2.1 - POST - Reserve,200,OK,Load Test 1-3,text,true,,1408,529,6,6,https://blazedemo.com/reserve.php,581,0,0
1610463981135,315,4.1 - POST - Confirmation,200,OK,Load Test 1-2,text,true,,1575,722,6,6,https://blazedemo.com/confirmation.php,311,0,0
1610463980884,574,1.1 - GET - Home,200,OK,Load Test 1-6,text,true,,1324,463,6,6,https://blazedemo.com/,573,0,283
1610463981215,319,4.1 - POST - Confirmation,200,OK,Load Test 1-5,text,true,,1516,722,6,6,https://blazedemo.com/confirmation.php,317,0,0
1610463981296,315,3.1 - POST - Purchase,200,OK,Load Test 1-4,text,true,,1765,575,5,5,https://blazedemo.com/purchase.php,313,0,0
1610463981409,325,3.1 - POST - Purchase,200,OK,Load Test 1-3,text,true,,1864,573,5,5,https://blazedemo.com/purchase.php,319,0,0
1610463981275,547,4.1 - POST - Confirmation,200,OK,Load Test 1-1,text,true,,1603,694,5,5,https://blazedemo.com/confirmation.php,541,0,0
1610463981455,391,1.1 - GET - Home,200,OK,Load Test 1-2,text,true,,1398,463,4,4,https://blazedemo.com/,389,0,0
1610463981459,603,2.1 - POST - Reserve,200,OK,Load Test 1-6,text,true,,1489,532,4,4,https://blazedemo.com/reserve.php,602,0,0
1610463981736,377,4.1 - POST - Confirmation,200,OK,Load Test 1-3,text,true,,1620,694,4,4,https://blazedemo.com/confirmation.php,374,0,0
1610463981847,356,2.1 - POST - Reserve,200,OK,Load Test 1-2,text,true,,1458,532,3,3,https://blazedemo.com/reserve.php,355,0,0
1610463981612,860,4.1 - POST - Confirmation,200,OK,Load Test 1-4,text,true,,1453,722,3,3,https://blazedemo.com/confirmation.php,858,0,0
1610463982065,664,3.1 - POST - Purchase,200,OK,Load Test 1-6,text,true,,1746,579,2,2,https://blazedemo.com/purchase.php,660,0,0
1610463982204,595,3.1 - POST - Purchase,200,OK,Load Test 1-2,text,true,,1812,579,2,2,https://blazedemo.com/purchase.php,591,0,0
1610463982730,396,4.1 - POST - Confirmation,200,OK,Load Test 1-6,text,true,,1602,694,2,2,https://blazedemo.com/confirmation.php,394,0,0
1610463982800,379,4.1 - POST - Confirmation,200,OK,Load Test 1-2,text,true,,1541,722,1,1,https://blazedemo.com/confirmation.php,371,0,0
